Transaction_ID,Customer_ID,Brand,Age_Group,Gender,City_Tier,City,Sales_Channel,Season,Product_Category,Unit_Price_INR,Quantity,Subtotal_INR,Discount_Pct,Final_Amount_INR,Rating,Review_Count,Payment_Method,Purchase_Frequency,Repeat_Purchase
TXN99978236,CUST279228,Westside,25-34,Male,Tier 2,Coimbatore,Offline,Festive,Shirts,1210,1,1210,15,1028,4.2,2,Card,One-time,0
TXN04476756,CUST185524,Zudio,25-34,Male,Tier 1,Ahmedabad,Offline,Festive,Footwear,1220,1,1220,10,1098,4.5,9,Cash,Frequent,1
TXN07509643,CUST344679,Zudio,25-34,Male,Tier 2,Jaipur,Offline,Summer,T-Shirts,780,1,780,0,780,4.4,10,UPI,Regular,1
TXN10281747,CUST978271,Westside,18-24,Male,Tier 3,Agra,Offline,Monsoon,T-Shirts,860,1,860,20,688,4.5,3,Card,One-time,0
TXN28599423,CUST924710,Westside,35-44,Female,Tier 1,Kolkata,Online,Summer,Jeans,1770,1,1770,10,1593,4.2,33,Card,Regular,1
TXN68477080,CUST858801,Westside,35-44,Male,Tier 1,Pune,Offline,Festive,T-Shirts,860,1,860,45,473,3.9,7,UPI,Occasional,1
TXN00620418,CUST004336,Zudio,25-34,Male,Tier 2,Indore,Offline,Monsoon,Shirts,880,2,1760,5,1672,3.5,12,Cash,Regular,1
TXN43264862,CUST581751,Zudio,55+,Female,Tier 1,Bengaluru,Offline,Monsoon,Shirts,1000,1,1000,0,1000,4.9,4,Cash,Regular,1
TXN03877219,CUST797084,Zudio,35-44,Male,Tier 2,Patna,Offline,Festive,Accessories,550,3,1650,15,1402,3.3,14,UPI,Occasional,0
TXN52865831,CUST363406,Zudio,45-54,Female,Tier 3,Ranchi,Offline,Winter,Dresses,1400,1,1400,15,1190,4.5,7,UPI,Occasional,1
TXN02149059,CUST650011,Zudio,55+,Male,Tier 1,Kolkata,Offline,Summer,Shirts,820,1,820,25,615,4.1,6,Cash,Occasional,1
TXN30480459,CUST775938,Westside,35-44,Male,Tier 1,Hyderabad,Offline,Festive,Footwear,1730,1,1730,20,1384,3.4,5,UPI,One-time,0
TXN77252194,CUST061055,Zudio,18-24,Male,Tier 2,Surat,Online,Summer,Jeans,1210,1,1210,0,1210,5.0,22,Card,One-time,0
TXN25668072,CUST471752,Westside,25-34,Female,Tier 1,Pune,Online,Monsoon,Dresses,2110,2,4220,30,2954,4.5,16,UPI,Regular,1
TXN92454186,CUST042376,Zudio,18-24,Female,Tier 1,Chennai,Offline,Summer,Kids Wear,710,2,1420,20,1136,4.6,15,Card,Regular,1
TXN57578231,CUST155557,Zudio,25-34,Male,Tier 2,Surat,Offline,Summer,T-Shirts,690,1,690,20,552,3.4,10,Cash,Occasional,0
TXN86615582,CUST270121,Zudio,18-24,Male,Tier 1,Delhi,Online,Summer,Footwear,1170,2,2340,5,2223,4.3,11,UPI,One-time,0
TXN75714364,CUST181164,Zudio,45-54,Female,Tier 1,Delhi,Online,Monsoon,T-Shirts,680,1,680,0,680,3.7,17,NetBanking,One-time,0
TXN47288104,CUST642944,Zudio,55+,Male,Tier 2,Patna,Online,Festive,Jeans,1310,1,1310,10,1179,3.7,17,Card,Frequent,1
TXN10127331,CUST387832,Zudio,35-44,Male,Tier 1,Kolkata,Offline,Summer,Shirts,1050,1,1050,10,945,3.7,8,Card,One-time,0
TXN86228687,CUST226142,Zudio,18-24,Male,Tier 1,Kolkata,Offline,Summer,T-Shirts,590,1,590,30,413,4.1,6,UPI,Occasional,1
TXN27349681,CUST227521,Zudio,35-44,Female,Tier 2,Nagpur,Offline,Monsoon,Shirts,920,1,920,30,644,3.8,8,UPI,One-time,0
TXN81258774,CUST920180,Westside,25-34,Female,Tier 1,Ahmedabad,Offline,Festive,Trousers,1630,1,1630,15,1386,4.0,6,Card,Regular,1
TXN94393203,CUST940523,Zudio,18-24,Male,Tier 2,Bhopal,Offline,Monsoon,Footwear,1420,3,4260,25,3195,3.5,10,Wallet,One-time,0
TXN88611220,CUST265478,Zudio,25-34,Other,Tier 1,Bengaluru,Offline,Festive,T-Shirts,570,1,570,25,428,3.9,10,Cash,One-time,0
TXN81247731,CUST121956,Westside,18-24,Female,Tier 3,Jodhpur,Online,Winter,Footwear,1700,3,5100,10,4590,4.5,16,UPI,Regular,1
TXN40727056,CUST046551,Zudio,45-54,Male,Tier 2,Jaipur,Online,Winter,Accessories,520,1,520,0,520,2.9,19,Card,One-time,0
TXN41121001,CUST490762,Zudio,25-34,Female,Tier 2,Nagpur,Online,Winter,Dresses,1670,1,1670,10,1503,3.8,18,UPI,Occasional,0
TXN25179085,CUST077910,Westside,18-24,Male,Tier 1,Delhi,Offline,Summer,Shirts,1150,2,2300,10,2070,3.9,8,Card,Regular,1
TXN88946510,CUST210089,Zudio,45-54,Female,Tier 2,Bhopal,Offline,Monsoon,Ethnic Wear,1730,1,1730,15,1470,4.7,8,Card,One-time,0
TXN91496445,CUST534058,Zudio,25-34,Female,Tier 2,Indore,Offline,Festive,Ethnic Wear,1760,1,1760,15,1496,4.1,9,Card,Occasional,1
TXN15055745,CUST012923,Westside,25-34,Female,Tier 1,Delhi,Offline,Winter,Kids Wear,960,2,1920,20,1536,3.8,8,UPI,One-time,0
TXN41866172,CUST163066,Zudio,25-34,Male,Tier 1,Ahmedabad,Offline,Monsoon,Footwear,1220,1,1220,30,854,4.5,9,Card,Occasional,1
TXN32788453,CUST206980,Zudio,18-24,Female,Tier 2,Patna,Offline,Winter,Jeans,1230,1,1230,10,1107,3.8,8,UPI,Occasional,0
TXN08163320,CUST470853,Zudio,35-44,Female,Tier 2,Patna,Offline,Summer,Trousers,1420,1,1420,10,1278,3.8,5,UPI,Occasional,0
TXN68658610,CUST931516,Zudio,18-24,Male,Tier 2,Surat,Online,Summer,Jeans,1350,1,1350,0,1350,3.5,17,NetBanking,Occasional,0
TXN35157614,CUST544684,Westside,25-34,Female,Tier 1,Delhi,Offline,Summer,T-Shirts,910,1,910,30,637,3.8,7,Cash,Occasional,1
TXN80395568,CUST598222,Zudio,25-34,Female,Tier 2,Coimbatore,Offline,Summer,Dresses,1600,1,1600,15,1360,4.4,3,Cash,Occasional,0
TXN52997142,CUST203350,Zudio,25-34,Female,Tier 3,Jodhpur,Offline,Festive,Shirts,1060,2,2120,25,1590,3.3,6,UPI,One-time,0
TXN56168288,CUST681145,Zudio,25-34,Female,Tier 2,Lucknow,Offline,Winter,Dresses,1500,1,1500,20,1200,3.8,6,Wallet,Occasional,0
TXN19944291,CUST059663,Zudio,18-24,Male,Tier 2,Bhopal,Offline,Monsoon,T-Shirts,650,1,650,20,520,5.0,10,UPI,One-time,0
TXN25511653,CUST884519,Westside,25-34,Female,Tier 2,Vadodara,Offline,Winter,Jeans,1720,1,1720,10,1548,4.6,7,UPI,Occasional,0
TXN50734376,CUST181989,Westside,35-44,Female,Tier 1,Mumbai,Offline,Summer,Shirts,1270,2,2540,10,2286,4.8,4,Card,Occasional,1
TXN00416585,CUST538018,Zudio,25-34,Male,Tier 1,Chennai,Online,Summer,Footwear,1280,3,3840,0,3840,4.1,18,UPI,One-time,0
TXN54318958,CUST439631,Westside,55+,Male,Tier 1,Chennai,Online,Winter,T-Shirts,870,1,870,30,609,3.6,24,UPI,Frequent,1
TXN22377049,CUST207201,Westside,35-44,Male,Tier 3,Ranchi,Offline,Winter,T-Shirts,890,1,890,10,801,4.4,7,Card,Regular,1
TXN50615200,CUST125192,Zudio,25-34,Male,Tier 2,Surat,Online,Festive,Dresses,1590,1,1590,20,1272,4.7,19,UPI,One-time,0
TXN39963932,CUST755498,Zudio,45-54,Female,Tier 2,Indore,Offline,Monsoon,T-Shirts,640,2,1280,40,768,3.9,7,Cash,Regular,1
TXN46332793,CUST977269,Zudio,45-54,Female,Tier 1,Kolkata,Offline,Summer,Dresses,1660,1,1660,15,1411,4.3,3,Card,Occasional,0
TXN75693758,CUST024729,Zudio,25-34,Male,Tier 1,Hyderabad,Offline,Festive,Jeans,1470,1,1470,10,1323,3.7,10,UPI,One-time,0
TXN34620725,CUST537289,Westside,25-34,Female,Tier 2,Jaipur,Offline,Festive,Dresses,1850,2,3700,15,3145,3.8,13,Cash,One-time,0
TXN46059279,CUST255441,Zudio,35-44,Male,Tier 1,Chennai,Offline,Monsoon,Trousers,1160,2,2320,15,1972,4.3,3,UPI,Frequent,1
TXN88211953,CUST914653,Zudio,25-34,Male,Tier 3,Nashik,Online,Festive,Shirts,900,2,1800,50,900,5.0,18,Card,Regular,1
TXN62983323,CUST591870,Zudio,18-24,Male,Tier 3,Jodhpur,Offline,Monsoon,Accessories,630,1,630,20,504,4.4,6,UPI,One-time,0
TXN69816620,CUST325483,Westside,18-24,Female,Tier 2,Surat,Offline,Festive,T-Shirts,830,1,830,20,664,3.6,6,Wallet,One-time,0
TXN05204647,CUST034808,Westside,25-34,Male,Tier 1,Ahmedabad,Online,Winter,T-Shirts,920,1,920,5,874,3.9,18,UPI,Occasional,0
TXN33328801,CUST770068,Westside,35-44,Male,Tier 2,Lucknow,Offline,Festive,T-Shirts,920,1,920,15,782,4.1,9,UPI,Regular,1
TXN86019903,CUST220061,Zudio,18-24,Male,Tier 2,Bhopal,Offline,Festive,Accessories,460,1,460,20,368,5.0,8,UPI,One-time,0
TXN59185924,CUST564169,Zudio,18-24,Female,Tier 1,Chennai,Offline,Monsoon,T-Shirts,680,1,680,15,578,4.7,8,UPI,Occasional,1
TXN51955102,CUST136872,Westside,35-44,Male,Tier 1,Ahmedabad,Offline,Summer,Trousers,1520,1,1520,15,1292,4.0,10,Cash,One-time,0
TXN13697070,CUST943105,Westside,25-34,Female,Tier 1,Ahmedabad,Online,Festive,Jeans,1890,1,1890,10,1701,3.3,17,NetBanking,Occasional,0
TXN07047252,CUST872743,Zudio,25-34,Male,Tier 1,Bengaluru,Online,Festive,Footwear,1180,1,1180,50,590,3.8,9,UPI,Regular,1
TXN55525443,CUST433847,Westside,18-24,Male,Tier 2,Surat,Online,Monsoon,T-Shirts,860,1,860,20,688,3.0,16,NetBanking,Regular,1
TXN38413410,CUST335433,Westside,25-34,Female,Tier 1,Mumbai,Online,Festive,Ethnic Wear,2320,1,2320,50,1160,3.9,14,Wallet,One-time,0
TXN80474471,CUST460457,Westside,18-24,Female,Tier 2,Bhopal,Online,Winter,T-Shirts,830,1,830,5,788,4.0,17,UPI,One-time,0
TXN17557075,CUST169950,Westside,18-24,Male,Tier 1,Chennai,Online,Winter,Ethnic Wear,2130,1,2130,0,2130,3.8,23,Card,Occasional,0
TXN32964478,CUST807101,Westside,18-24,Male,Tier 1,Delhi,Online,Summer,Accessories,700,1,700,20,560,4.3,14,Wallet,Occasional,1
TXN84029457,CUST173557,Zudio,55+,Male,Tier 1,Ahmedabad,Offline,Winter,Shirts,830,2,1660,40,996,3.9,4,UPI,Regular,1
TXN06697841,CUST117749,Westside,25-34,Female,Tier 1,Kolkata,Offline,Festive,T-Shirts,910,1,910,25,682,3.6,8,Card,Occasional,1
TXN58624313,CUST330293,Zudio,25-34,Female,Tier 1,Kolkata,Online,Festive,Shirts,910,1,910,30,637,4.5,24,Card,Frequent,1
TXN77287270,CUST858478,Westside,25-34,Male,Tier 1,Pune,Online,Monsoon,Shirts,1130,2,2260,20,1808,3.5,11,UPI,One-time,0
TXN25288024,CUST099110,Westside,25-34,Male,Tier 1,Bengaluru,Offline,Summer,Accessories,560,1,560,25,420,4.1,6,Wallet,Occasional,1
TXN63506741,CUST604673,Westside,35-44,Female,Tier 1,Delhi,Online,Monsoon,Dresses,2030,1,2030,15,1726,3.9,18,UPI,Regular,1
TXN67819587,CUST818028,Zudio,25-34,Male,Tier 3,Raipur,Online,Festive,Dresses,1700,3,5100,25,3825,4.4,12,UPI,Occasional,1
TXN17670571,CUST708572,Zudio,18-24,Male,Tier 1,Hyderabad,Online,Festive,Trousers,1120,1,1120,15,952,3.9,14,NetBanking,One-time,0
TXN74435632,CUST919275,Zudio,35-44,Male,Tier 3,Dehradun,Offline,Winter,Jeans,1260,1,1260,5,1197,4.0,5,Cash,Occasional,0
TXN96571797,CUST862467,Westside,18-24,Female,Tier 2,Nagpur,Offline,Festive,T-Shirts,940,3,2820,20,2256,3.7,4,UPI,Occasional,1
TXN75330746,CUST495039,Zudio,18-24,Male,Tier 2,Lucknow,Offline,Festive,T-Shirts,690,2,1380,30,966,4.1,5,Cash,Occasional,1
TXN94844804,CUST214969,Zudio,18-24,Female,Tier 1,Ahmedabad,Offline,Summer,Jeans,1240,2,2480,10,2232,4.7,4,Cash,Occasional,0
TXN30986010,CUST335433,Westside,25-34,Other,Tier 1,Kolkata,Offline,Winter,Shirts,1170,2,2340,10,2106,3.5,7,UPI,One-time,0
TXN94958878,CUST248889,Westside,45-54,Female,Tier 2,Indore,Online,Winter,Trousers,1680,1,1680,20,1344,3.9,18,UPI,Occasional,0
TXN16355980,CUST666564,Westside,25-34,Female,Tier 1,Kolkata,Online,Monsoon,Dresses,2110,1,2110,0,2110,4.3,20,UPI,One-time,0
TXN50158435,CUST589527,Westside,18-24,Female,Tier 2,Indore,Offline,Summer,T-Shirts,870,2,1740,5,1653,3.5,4,Cash,Occasional,0
TXN95688459,CUST983235,Westside,35-44,Male,Tier 1,Delhi,Offline,Winter,Ethnic Wear,2160,2,4320,5,4104,4.0,7,UPI,Regular,1
TXN36678430,CUST702770,Westside,18-24,Male,Tier 1,Ahmedabad,Online,Winter,Accessories,590,3,1770,5,1682,3.9,21,UPI,Regular,1
TXN45993838,CUST878973,Westside,25-34,Female,Tier 1,Bengaluru,Online,Festive,T-Shirts,890,1,890,15,756,3.3,18,Card,Occasional,1
TXN82724432,CUST116025,Zudio,18-24,Female,Tier 1,Hyderabad,Online,Summer,T-Shirts,690,2,1380,15,1173,4.0,16,UPI,One-time,0
TXN51394551,CUST361239,Zudio,45-54,Male,Tier 2,Lucknow,Online,Summer,Jeans,1350,1,1350,30,945,3.8,19,UPI,One-time,0
TXN39177192,CUST653508,Zudio,25-34,Male,Tier 1,Bengaluru,Offline,Monsoon,Ethnic Wear,1940,1,1940,5,1843,3.8,1,Card,Occasional,0
TXN70648030,CUST905654,Westside,45-54,Female,Tier 1,Hyderabad,Offline,Festive,Dresses,2090,1,2090,15,1776,4.0,7,Cash,Regular,1
TXN75078291,CUST271561,Zudio,25-34,Female,Tier 2,Surat,Online,Winter,Shirts,940,2,1880,30,1316,4.2,22,UPI,Occasional,0
TXN84402672,CUST581074,Zudio,45-54,Female,Tier 1,Delhi,Offline,Winter,Dresses,1330,1,1330,25,998,4.4,7,UPI,Regular,1
TXN00697373,CUST736883,Westside,18-24,Male,Tier 2,Coimbatore,Online,Winter,Jeans,1900,1,1900,30,1330,4.2,18,Card,One-time,0
TXN81335689,CUST247072,Westside,55+,Male,Tier 2,Surat,Online,Summer,Footwear,1540,1,1540,20,1232,3.7,17,UPI,One-time,0
TXN44449989,CUST100312,Zudio,18-24,Male,Tier 1,Mumbai,Offline,Summer,Jeans,1270,2,2540,0,2540,4.5,5,Cash,Occasional,1
TXN24443972,CUST928219,Westside,18-24,Male,Tier 1,Pune,Offline,Summer,Jeans,1910,1,1910,10,1719,4.1,6,Cash,Occasional,1
TXN88999382,CUST667672,Zudio,25-34,Male,Tier 2,Lucknow,Online,Festive,Shirts,940,1,940,25,705,3.9,17,Card,Occasional,0
TXN37961615,CUST730065,Westside,55+,Female,Tier 3,Gwalior,Offline,Summer,Shirts,1310,1,1310,5,1244,4.3,7,Cash,One-time,0
TXN22168783,CUST508297,Westside,35-44,Male,Tier 1,Chennai,Offline,Winter,Footwear,1720,2,3440,15,2924,4.6,4,Cash,Regular,1
TXN82370829,CUST659002,Westside,45-54,Female,Tier 1,Chennai,Online,Festive,Accessories,690,2,1380,10,1242,3.9,18,Card,One-time,0
TXN27593576,CUST303433,Zudio,18-24,Female,Tier 2,Indore,Offline,Winter,Jeans,1290,1,1290,35,838,4.4,5,Cash,One-time,0
TXN28533414,CUST550703,Zudio,45-54,Female,Tier 2,Vadodara,Offline,Festive,Ethnic Wear,1660,1,1660,20,1328,5.0,7,UPI,Occasional,1
TXN96955350,CUST300405,Zudio,45-54,Female,Tier 3,Nashik,Online,Summer,T-Shirts,730,1,730,15,620,3.4,20,UPI,One-time,0
TXN17117456,CUST086241,Zudio,45-54,Female,Tier 2,Coimbatore,Offline,Summer,Ethnic Wear,1710,1,1710,25,1282,3.6,6,Cash,Regular,1
TXN73854611,CUST052496,Zudio,25-34,Male,Tier 1,Ahmedabad,Offline,Festive,Shirts,960,1,960,40,576,4.4,4,Cash,Regular,1
TXN74147514,CUST169333,Zudio,25-34,Female,Tier 3,Gwalior,Online,Winter,Dresses,1600,1,1600,10,1440,4.7,16,UPI,Regular,1
TXN18420389,CUST063480,Zudio,18-24,Male,Tier 1,Bengaluru,Offline,Summer,Jeans,1380,1,1380,5,1311,4.2,5,Cash,One-time,0
TXN57503974,CUST433369,Westside,35-44,Male,Tier 2,Indore,Offline,Summer,Accessories,730,1,730,35,474,5.0,5,UPI,Occasional,1
TXN14393657,CUST865960,Zudio,18-24,Male,Tier 3,Raipur,Online,Winter,Shirts,950,3,2850,30,1995,4.8,13,Card,One-time,0
TXN39864608,CUST527027,Zudio,35-44,Male,Tier 1,Kolkata,Online,Summer,Trousers,1170,1,1170,25,878,4.8,21,UPI,Frequent,1
TXN16718756,CUST127738,Westside,35-44,Male,Tier 1,Bengaluru,Offline,Monsoon,T-Shirts,840,1,840,25,630,3.4,7,UPI,One-time,0
TXN79929158,CUST242094,Westside,25-34,Female,Tier 1,Bengaluru,Online,Winter,Dresses,2160,1,2160,0,2160,2.8,17,UPI,One-time,0
TXN41467486,CUST394633,Westside,18-24,Male,Tier 2,Nagpur,Offline,Festive,Dresses,2020,1,2020,15,1717,3.8,7,UPI,One-time,0
TXN34568170,CUST661342,Zudio,18-24,Male,Tier 3,Agra,Offline,Winter,Jeans,1320,2,2640,15,2244,3.6,6,Card,Occasional,1
TXN84698003,CUST003104,Zudio,25-34,Male,Tier 2,Jaipur,Offline,Monsoon,Dresses,1630,1,1630,30,1141,4.1,5,UPI,One-time,0
TXN25286353,CUST931970,Zudio,18-24,Female,Tier 2,Surat,Offline,Summer,Footwear,1350,2,2700,30,1890,4.2,8,Cash,One-time,0
TXN14905569,CUST927900,Zudio,25-34,Female,Tier 2,Jaipur,Online,Festive,Dresses,1600,3,4800,25,3600,4.0,16,Card,Occasional,1
TXN74077049,CUST588319,Zudio,18-24,Female,Tier 1,Pune,Offline,Festive,Kids Wear,770,1,770,15,654,3.8,10,UPI,One-time,0
TXN65043665,CUST803548,Zudio,35-44,Female,Tier 1,Hyderabad,Offline,Festive,Shirts,1000,1,1000,30,700,4.3,6,UPI,Occasional,1
TXN48971078,CUST349185,Westside,45-54,Male,Tier 1,Bengaluru,Offline,Festive,Footwear,1690,1,1690,10,1521,4.6,3,Cash,One-time,0
TXN49548946,CUST198112,Westside,35-44,Female,Tier 1,Ahmedabad,Offline,Festive,Shirts,1280,2,2560,25,1920,4.1,6,Cash,Occasional,1
TXN94570117,CUST632180,Zudio,45-54,Female,Tier 1,Bengaluru,Offline,Summer,Shirts,840,2,1680,5,1596,3.6,7,Card,Occasional,1
TXN24003133,CUST754975,Zudio,25-34,Female,Tier 2,Nagpur,Online,Summer,Trousers,1240,1,1240,25,930,4.3,24,UPI,One-time,0
TXN59492241,CUST905513,Zudio,18-24,Female,Tier 2,Vadodara,Online,Winter,T-Shirts,590,1,590,20,472,4.0,13,UPI,Occasional,1
TXN46133803,CUST413058,Zudio,18-24,Male,Tier 1,Kolkata,Online,Summer,Accessories,600,3,1800,0,1800,3.5,16,UPI,Regular,1
TXN16632545,CUST344161,Westside,18-24,Male,Tier 1,Pune,Offline,Summer,Footwear,1820,1,1820,30,1274,4.8,3,UPI,Regular,1
TXN50328745,CUST665481,Zudio,25-34,Male,Tier 3,Gwalior,Offline,Summer,Shirts,990,1,990,10,891,4.2,10,Cash,Regular,1
TXN37485238,CUST491601,Westside,25-34,Male,Tier 2,Surat,Offline,Festive,Accessories,590,1,590,15,502,3.8,9,UPI,One-time,0
TXN28207698,CUST801535,Zudio,18-24,Female,Tier 1,Mumbai,Online,Festive,Trousers,1210,1,1210,30,847,4.1,13,NetBanking,Regular,1
TXN54460654,CUST243160,Westside,25-34,Female,Tier 2,Patna,Online,Festive,Dresses,2000,1,2000,20,1600,4.1,12,UPI,Occasional,1
TXN28533268,CUST419103,Westside,18-24,Female,Tier 1,Pune,Offline,Summer,Dresses,1840,1,1840,25,1380,4.3,11,Wallet,One-time,0
TXN17861902,CUST788404,Westside,35-44,Male,Tier 2,Lucknow,Offline,Winter,Ethnic Wear,2160,3,6480,10,5832,4.4,7,Cash,One-time,0
TXN30833393,CUST606548,Westside,25-34,Male,Tier 1,Delhi,Online,Festive,Shirts,1220,2,2440,20,1952,2.8,23,Card,One-time,0
TXN21450869,CUST194221,Westside,35-44,Male,Tier 2,Indore,Offline,Festive,T-Shirts,840,1,840,30,588,3.6,6,Cash,Occasional,1
TXN06355650,CUST688909,Zudio,18-24,Male,Tier 1,Ahmedabad,Offline,Winter,Accessories,460,2,920,15,782,4.3,6,Wallet,Frequent,1
TXN77579104,CUST617850,Zudio,35-44,Other,Tier 3,Nashik,Offline,Monsoon,Dresses,1440,1,1440,25,1080,3.7,5,Card,One-time,0
TXN03579585,CUST370966,Zudio,25-34,Female,Tier 2,Bhopal,Online,Festive,Accessories,490,2,980,40,588,4.7,18,UPI,Regular,1
TXN40924667,CUST254574,Zudio,45-54,Female,Tier 2,Jaipur,Online,Festive,Trousers,1410,2,2820,20,2256,4.2,16,Card,Regular,1
TXN50259174,CUST074842,Westside,18-24,Male,Tier 1,Chennai,Offline,Festive,Jeans,1920,1,1920,15,1632,4.2,11,UPI,Regular,1
TXN41382856,CUST730896,Zudio,18-24,Male,Tier 2,Surat,Offline,Monsoon,Ethnic Wear,1420,1,1420,0,1420,4.6,6,UPI,One-time,0
TXN66081434,CUST953018,Westside,18-24,Male,Tier 1,Bengaluru,Offline,Monsoon,Shirts,1300,1,1300,25,975,4.5,5,Card,One-time,0
TXN63546070,CUST803377,Zudio,25-34,Male,Tier 1,Hyderabad,Offline,Festive,Kids Wear,730,2,1460,45,803,3.5,4,Cash,One-time,0
TXN58917107,CUST137300,Zudio,25-34,Male,Tier 2,Vadodara,Offline,Monsoon,T-Shirts,540,1,540,0,540,4.9,6,Cash,Frequent,1
TXN36141123,CUST084419,Westside,18-24,Female,Tier 2,Jaipur,Online,Festive,T-Shirts,850,2,1700,15,1445,4.9,15,UPI,One-time,0
TXN36606758,CUST258531,Zudio,25-34,Male,Tier 1,Delhi,Online,Festive,T-Shirts,640,1,640,20,512,3.8,19,Wallet,Occasional,1
TXN09574990,CUST479293,Zudio,45-54,Female,Tier 1,Mumbai,Offline,Monsoon,Shirts,850,2,1700,45,935,3.7,8,Cash,Occasional,0
TXN41828655,CUST221216,Westside,25-34,Male,Tier 3,Ranchi,Online,Winter,Trousers,1710,1,1710,15,1454,3.5,18,UPI,One-time,0
TXN73461738,CUST723923,Zudio,25-34,Female,Tier 1,Bengaluru,Offline,Festive,T-Shirts,620,1,620,10,558,3.7,6,Card,Occasional,0
TXN10279066,CUST303374,Westside,25-34,Male,Tier 3,Raipur,Online,Summer,Jeans,1890,2,3780,5,3591,4.4,23,UPI,Occasional,0
TXN21813060,CUST129213,Westside,35-44,Male,Tier 1,Ahmedabad,Offline,Festive,Kids Wear,1140,2,2280,30,1596,4.8,6,Wallet,Regular,1
TXN49406115,CUST670101,Westside,18-24,Female,Tier 2,Patna,Online,Monsoon,Shirts,1210,1,1210,5,1150,4.2,18,UPI,Frequent,1
TXN00242514,CUST977701,Zudio,25-34,Female,Tier 1,Mumbai,Offline,Festive,Jeans,1300,1,1300,30,910,3.3,10,Cash,One-time,0
TXN28040065,CUST655476,Westside,25-34,Female,Tier 1,Bengaluru,Offline,Monsoon,Trousers,1580,1,1580,20,1264,3.8,7,UPI,Regular,1
TXN34166881,CUST000410,Zudio,18-24,Female,Tier 2,Vadodara,Offline,Monsoon,T-Shirts,630,2,1260,0,1260,3.3,5,UPI,Regular,1
TXN44079860,CUST333132,Westside,18-24,Male,Tier 1,Ahmedabad,Offline,Winter,Jeans,1930,1,1930,5,1834,3.3,8,Card,Regular,1
TXN56734303,CUST531499,Zudio,55+,Male,Tier 1,Pune,Offline,Summer,Ethnic Wear,1960,1,1960,5,1862,4.1,6,Cash,Occasional,0
TXN70935615,CUST192780,Zudio,25-34,Female,Tier 2,Indore,Offline,Festive,Accessories,450,1,450,25,338,3.4,3,UPI,Occasional,1
TXN87419930,CUST015977,Westside,25-34,Female,Tier 1,Kolkata,Offline,Winter,Shirts,1330,1,1330,20,1064,4.0,11,Card,Occasional,0
TXN82433980,CUST956359,Zudio,18-24,Male,Tier 2,Coimbatore,Offline,Summer,Trousers,1170,1,1170,30,819,5.0,6,UPI,Occasional,1
TXN27436803,CUST254930,Zudio,35-44,Female,Tier 3,Raipur,Online,Monsoon,Kids Wear,940,1,940,20,752,4.4,16,NetBanking,Occasional,0
TXN23517431,CUST598467,Zudio,18-24,Female,Tier 3,Nashik,Offline,Monsoon,Footwear,1140,1,1140,0,1140,4.2,3,Card,One-time,0
TXN26363431,CUST428341,Zudio,18-24,Male,Tier 1,Mumbai,Offline,Festive,Footwear,1190,1,1190,25,892,4.5,4,Card,One-time,0
TXN23408332,CUST754178,Zudio,25-34,Female,Tier 2,Indore,Offline,Summer,Ethnic Wear,1810,1,1810,5,1720,4.1,8,UPI,Occasional,0
TXN65047432,CUST927924,Zudio,25-34,Female,Tier 2,Nagpur,Offline,Festive,T-Shirts,680,1,680,20,544,4.1,8,UPI,Regular,1
TXN11481782,CUST828121,Westside,35-44,Female,Tier 1,Delhi,Offline,Festive,Shirts,1200,1,1200,25,900,4.3,3,UPI,One-time,0
TXN23696278,CUST031564,Westside,25-34,Male,Tier 2,Surat,Offline,Festive,T-Shirts,820,1,820,50,410,4.4,5,Card,One-time,0
TXN69905324,CUST516661,Zudio,18-24,Female,Tier 1,Pune,Offline,Festive,Footwear,1330,1,1330,25,998,4.2,8,Cash,Regular,1
TXN53445074,CUST153923,Zudio,25-34,Male,Tier 1,Pune,Online,Summer,Footwear,1260,2,2520,5,2394,3.7,11,NetBanking,Occasional,1
TXN86616663,CUST533136,Westside,45-54,Male,Tier 2,Coimbatore,Offline,Festive,T-Shirts,1030,1,1030,50,515,4.5,3,UPI,Occasional,1
TXN03465956,CUST431551,Westside,35-44,Female,Tier 1,Mumbai,Offline,Festive,Footwear,1790,2,3580,10,3222,5.0,6,Cash,One-time,0
TXN92970993,CUST786897,Zudio,35-44,Female,Tier 1,Mumbai,Offline,Monsoon,Shirts,930,3,2790,10,2511,3.3,5,UPI,Occasional,0
TXN87710754,CUST108491,Westside,25-34,Male,Tier 2,Coimbatore,Online,Winter,Dresses,2000,1,2000,5,1900,4.7,19,UPI,One-time,0
TXN10348387,CUST607349,Westside,35-44,Female,Tier 2,Indore,Online,Monsoon,Ethnic Wear,2140,1,2140,15,1819,3.0,15,UPI,Frequent,1
TXN99362190,CUST764588,Zudio,45-54,Male,Tier 2,Jaipur,Online,Monsoon,T-Shirts,650,1,650,20,520,3.9,16,Wallet,One-time,0
TXN68472585,CUST941332,Westside,25-34,Male,Tier 2,Bhopal,Offline,Festive,Footwear,1370,1,1370,15,1164,3.6,7,Card,Regular,1
TXN52072199,CUST216939,Westside,35-44,Female,Tier 3,Jodhpur,Online,Festive,Shirts,1120,1,1120,15,952,5.0,17,UPI,Occasional,1
TXN91746817,CUST494472,Zudio,18-24,Female,Tier 2,Lucknow,Offline,Festive,Trousers,1320,1,1320,40,792,4.4,6,Card,Occasional,1
